ECGEpoch,ECGTimestamp,ECGValue
1755694699.871722,20 Aug 2025 at 14:58:19,1169
1755694699.871722,20 Aug 2025 at 14:58:19,1003
1755694699.871722,20 Aug 2025 at 14:58:19,192
1755694699.871722,20 Aug 2025 at 14:58:19,-681
1755694699.871722,20 Aug 2025 at 14:58:19,-692
1755694699.871722,20 Aug 2025 at 14:58:19,-152
1755694699.871722,20 Aug 2025 at 14:58:19,-4
1755694699.871722,20 Aug 2025 at 14:58:19,-34
1755694699.871722,20 Aug 2025 at 14:58:19,106
1755694699.871722,20 Aug 2025 at 14:58:19,133
1755694699.871722,20 Aug 2025 at 14:58:19,72
1755694699.871722,20 Aug 2025 at 14:58:19,99
1755694699.871722,20 Aug 2025 at 14:58:19,127
1755694699.871722,20 Aug 2025 at 14:58:19,113
1755694699.871722,20 Aug 2025 at 14:58:19,122
1755694699.871722,20 Aug 2025 at 14:58:19,143
1755694699.871722,20 Aug 2025 at 14:58:19,131
1755694699.871722,20 Aug 2025 at 14:58:19,113
1755694699.871722,20 Aug 2025 at 14:58:19,124
1755694699.871722,20 Aug 2025 at 14:58:19,158
1755694699.871722,20 Aug 2025 at 14:58:19,174
1755694699.871722,20 Aug 2025 at 14:58:19,179
1755694699.871722,20 Aug 2025 at 14:58:19,192
1755694699.871722,20 Aug 2025 at 14:58:19,215
1755694699.871722,20 Aug 2025 at 14:58:19,240
1755694699.871722,20 Aug 2025 at 14:58:19,261
1755694699.871722,20 Aug 2025 at 14:58:19,281
1755694699.871722,20 Aug 2025 at 14:58:19,297
1755694699.871722,20 Aug 2025 at 14:58:19,301
1755694699.871722,20 Aug 2025 at 14:58:19,295
1755694699.871722,20 Aug 2025 at 14:58:19,286
1755694699.871722,20 Aug 2025 at 14:58:19,279
1755694699.871722,20 Aug 2025 at 14:58:19,254
1755694699.871722,20 Aug 2025 at 14:58:19,217
1755694699.871722,20 Aug 2025 at 14:58:19,183
1755694700.4112349,20 Aug 2025 at 14:58:20,143
1755694700.4112349,20 Aug 2025 at 14:58:20,93
1755694700.4112349,20 Aug 2025 at 14:58:20,56
1755694700.4112349,20 Aug 2025 at 14:58:20,31
1755694700.4112349,20 Aug 2025 at 14:58:20,-4
1755694700.4112349,20 Aug 2025 at 14:58:20,-49
1755694700.4112349,20 Aug 2025 at 14:58:20,-79
1755694700.4112349,20 Aug 2025 at 14:58:20,-93
1755694700.4112349,20 Aug 2025 at 14:58:20,-97
1755694700.4112349,20 Aug 2025 at 14:58:20,-99
1755694700.4112349,20 Aug 2025 at 14:58:20,-102
1755694700.4112349,20 Aug 2025 at 14:58:20,-90
1755694700.4112349,20 Aug 2025 at 14:58:20,-61
1755694700.4112349,20 Aug 2025 at 14:58:20,-49
1755694700.4112349,20 Aug 2025 at 14:58:20,-54
1755694700.4112349,20 Aug 2025 at 14:58:20,-54
1755694700.4112349,20 Aug 2025 at 14:58:20,-49
1755694700.4112349,20 Aug 2025 at 14:58:20,-54
1755694700.4112349,20 Aug 2025 at 14:58:20,-61
1755694700.4112349,20 Aug 2025 at 14:58:20,-61
1755694700.4112349,20 Aug 2025 at 14:58:20,-56
1755694700.4112349,20 Aug 2025 at 14:58:20,-63
1755694700.4112349,20 Aug 2025 at 14:58:20,-79
1755694700.4112349,20 Aug 2025 at 14:58:20,-86
1755694700.4112349,20 Aug 2025 at 14:58:20,-90
1755694700.4112349,20 Aug 2025 at 14:58:20,-106
1755694700.4112349,20 Aug 2025 at 14:58:20,-111
1755694700.4112349,20 Aug 2025 at 14:58:20,-104
1755694700.4112349,20 Aug 2025 at 14:58:20,-106
1755694700.4112349,20 Aug 2025 at 14:58:20,-115
1755694700.4112349,20 Aug 2025 at 14:58:20,-93
1755694700.4112349,20 Aug 2025 at 14:58:20,-59
1755694700.4112349,20 Aug 2025 at 14:58:20,-52
1755694700.4112349,20 Aug 2025 at 14:58:20,-61
1755694700.4112349,20 Aug 2025 at 14:58:20,-56
1755694700.4112349,20 Aug 2025 at 14:58:20,-43
1755694700.4112349,20 Aug 2025 at 14:58:20,-47
1755694700.4112349,20 Aug 2025 at 14:58:20,-56
1755694700.4112349,20 Aug 2025 at 14:58:20,-54
1755694700.4112349,20 Aug 2025 at 14:58:20,-49
1755694700.4112349,20 Aug 2025 at 14:58:20,-61
1755694700.4112349,20 Aug 2025 at 14:58:20,-74
1755694700.4112349,20 Aug 2025 at 14:58:20,-81
1755694700.4112349,20 Aug 2025 at 14:58:20,-79
1755694700.4112349,20 Aug 2025 at 14:58:20,-86
1755694700.4112349,20 Aug 2025 at 14:58:20,-97
1755694700.4112349,20 Aug 2025 at 14:58:20,-90
1755694700.4112349,20 Aug 2025 at 14:58:20,-72
1755694700.4112349,20 Aug 2025 at 14:58:20,-65
1755694700.4112349,20 Aug 2025 at 14:58:20,-61
1755694700.4112349,20 Aug 2025 at 14:58:20,-31
1755694700.4112349,20 Aug 2025 at 14:58:20,-9
1755694700.4112349,20 Aug 2025 at 14:58:20,-27
1755694700.4112349,20 Aug 2025 at 14:58:20,-52
1755694700.4112349,20 Aug 2025 at 14:58:20,-52
1755694700.4112349,20 Aug 2025 at 14:58:20,-40
1755694700.4112349,20 Aug 2025 at 14:58:20,-36
1755694700.4112349,20 Aug 2025 at 14:58:20,-36
1755694700.4112349,20 Aug 2025 at 14:58:20,-31
1755694700.4112349,20 Aug 2025 at 14:58:20,-34
1755694700.4112349,20 Aug 2025 at 14:58:20,-47
1755694700.4112349,20 Aug 2025 at 14:58:20,34
1755694700.4112349,20 Aug 2025 at 14:58:20,349
1755694700.4112349,20 Aug 2025 at 14:58:20,774
1755694700.4112349,20 Aug 2025 at 14:58:20,971
1755694700.4112349,20 Aug 2025 at 14:58:20,708
1755694700.4112349,20 Aug 2025 at 14:58:20,-54
1755694700.4112349,20 Aug 2025 at 14:58:20,-765
1755694700.4112349,20 Aug 2025 at 14:58:20,-656
1755694700.4112349,20 Aug 2025 at 14:58:20,-188
1755694700.4112349,20 Aug 2025 at 14:58:20,-122
1755694700.4112349,20 Aug 2025 at 14:58:20,-143
1755694700.4112349,20 Aug 2025 at 14:58:20,-24
1755694700.981666,20 Aug 2025 at 14:58:20,-9
1755694700.981666,20 Aug 2025 at 14:58:20,-31
1755694700.981666,20 Aug 2025 at 14:58:20,20
1755694700.981666,20 Aug 2025 at 14:58:20,47
1755694700.981666,20 Aug 2025 at 14:58:20,36
1755694700.981666,20 Aug 2025 at 14:58:20,47
1755694700.981666,20 Aug 2025 at 14:58:20,68
1755694700.981666,20 Aug 2025 at 14:58:20,79
1755694700.981666,20 Aug 2025 at 14:58:20,99
1755694700.981666,20 Aug 2025 at 14:58:20,136
1755694700.981666,20 Aug 2025 at 14:58:20,156
1755694700.981666,20 Aug 2025 at 14:58:20,161
1755694700.981666,20 Aug 2025 at 14:58:20,181
1755694700.981666,20 Aug 2025 at 14:58:20,215
1755694700.981666,20 Aug 2025 at 14:58:20,233
1755694700.981666,20 Aug 2025 at 14:58:20,245
1755694700.981666,20 Aug 2025 at 14:58:20,270
1755694700.981666,20 Aug 2025 at 14:58:20,292
1755694700.981666,20 Aug 2025 at 14:58:20,301
1755694700.981666,20 Aug 2025 at 14:58:20,311
1755694700.981666,20 Aug 2025 at 14:58:20,311
1755694700.981666,20 Aug 2025 at 14:58:20,301
1755694700.981666,20 Aug 2025 at 14:58:20,297
1755694700.981666,20 Aug 2025 at 14:58:20,304
1755694700.981666,20 Aug 2025 at 14:58:20,301
1755694700.981666,20 Aug 2025 at 14:58:20,279
1755694700.981666,20 Aug 2025 at 14:58:20,242
1755694700.981666,20 Aug 2025 at 14:58:20,192
1755694700.981666,20 Aug 2025 at 14:58:20,138
1755694700.981666,20 Aug 2025 at 14:58:20,88
1755694700.981666,20 Aug 2025 at 14:58:20,36
1755694700.981666,20 Aug 2025 at 14:58:20,-4
1755694700.981666,20 Aug 2025 at 14:58:20,-24
1755694700.981666,20 Aug 2025 at 14:58:20,-45
1755694700.981666,20 Aug 2025 at 14:58:20,-65
1755694700.981666,20 Aug 2025 at 14:58:20,-74
1755694700.981666,20 Aug 2025 at 14:58:20,-72
1755694700.981666,20 Aug 2025 at 14:58:20,-61
1755694700.981666,20 Aug 2025 at 14:58:20,-61
1755694700.981666,20 Aug 2025 at 14:58:20,-65
1755694700.981666,20 Aug 2025 at 14:58:20,-68
1755694700.981666,20 Aug 2025 at 14:58:20,-70
1755694700.981666,20 Aug 2025 at 14:58:20,-77
1755694700.981666,20 Aug 2025 at 14:58:20,-74
1755694700.981666,20 Aug 2025 at 14:58:20,-74
1755694700.981666,20 Aug 2025 at 14:58:20,-81
1755694700.981666,20 Aug 2025 at 14:58:20,-95
1755694700.981666,20 Aug 2025 at 14:58:20,-102
1755694700.981666,20 Aug 2025 at 14:58:20,-102
1755694700.981666,20 Aug 2025 at 14:58:20,-99
1755694700.981666,20 Aug 2025 at 14:58:20,-108
1755694700.981666,20 Aug 2025 at 14:58:20,-120
1755694700.981666,20 Aug 2025 at 14:58:20,-122
1755694700.981666,20 Aug 2025 at 14:58:20,-127
1755694700.981666,20 Aug 2025 at 14:58:20,-138
1755694700.981666,20 Aug 2025 at 14:58:20,-131
1755694700.981666,20 Aug 2025 at 14:58:20,-122
1755694700.981666,20 Aug 2025 at 14:58:20,-122
1755694700.981666,20 Aug 2025 at 14:58:20,-115
1755694700.981666,20 Aug 2025 at 14:58:20,-104
1755694700.981666,20 Aug 2025 at 14:58:20,-104
1755694700.981666,20 Aug 2025 at 14:58:20,-104
1755694700.981666,20 Aug 2025 at 14:58:20,-102
1755694700.981666,20 Aug 2025 at 14:58:20,-104
1755694700.981666,20 Aug 2025 at 14:58:20,-111
1755694700.981666,20 Aug 2025 at 14:58:20,-118
1755694700.981666,20 Aug 2025 at 14:58:20,-124
1755694700.981666,20 Aug 2025 at 14:58:20,-122
1755694700.981666,20 Aug 2025 at 14:58:20,-124
1755694700.981666,20 Aug 2025 at 14:58:20,-136
1755694700.981666,20 Aug 2025 at 14:58:20,-138
1755694700.981666,20 Aug 2025 at 14:58:20,-122
1755694700.981666,20 Aug 2025 at 14:58:20,-106
1755694701.551633,20 Aug 2025 at 14:58:21,-99
1755694701.551633,20 Aug 2025 at 14:58:21,-86
1755694701.551633,20 Aug 2025 at 14:58:21,-68
1755694701.551633,20 Aug 2025 at 14:58:21,-79
1755694701.551633,20 Aug 2025 at 14:58:21,-106
1755694701.551633,20 Aug 2025 at 14:58:21,-118
1755694701.551633,20 Aug 2025 at 14:58:21,-102
1755694701.551633,20 Aug 2025 at 14:58:21,-95
1755694701.551633,20 Aug 2025 at 14:58:21,-106
1755694701.551633,20 Aug 2025 at 14:58:21,-97
1755694701.551633,20 Aug 2025 at 14:58:21,-70
1755694701.551633,20 Aug 2025 at 14:58:21,-65
1755694701.551633,20 Aug 2025 at 14:58:21,-72
1755694701.551633,20 Aug 2025 at 14:58:21,52
1755694701.551633,20 Aug 2025 at 14:58:21,433
1755694701.551633,20 Aug 2025 at 14:58:21,894
1755694701.551633,20 Aug 2025 at 14:58:21,1058
1755694701.551633,20 Aug 2025 at 14:58:21,701
1755694701.551633,20 Aug 2025 at 14:58:21,-120
1755694701.551633,20 Aug 2025 at 14:58:21,-719
1755694701.551633,20 Aug 2025 at 14:58:21,-479
1755694701.551633,20 Aug 2025 at 14:58:21,-68
1755694701.551633,20 Aug 2025 at 14:58:21,-65
1755694701.551633,20 Aug 2025 at 14:58:21,-56
1755694701.551633,20 Aug 2025 at 14:58:21,45
1755694701.551633,20 Aug 2025 at 14:58:21,27
1755694701.551633,20 Aug 2025 at 14:58:21,0
1755694701.551633,20 Aug 2025 at 14:58:21,29
1755694701.551633,20 Aug 2025 at 14:58:21,31
1755694701.551633,20 Aug 2025 at 14:58:21,24
1755694701.551633,20 Aug 2025 at 14:58:21,43
1755694701.551633,20 Aug 2025 at 14:58:21,52
1755694701.551633,20 Aug 2025 at 14:58:21,43
1755694701.551633,20 Aug 2025 at 14:58:21,52
1755694701.551633,20 Aug 2025 at 14:58:21,68
1755694701.551633,20 Aug 2025 at 14:58:21,79
1755694701.551633,20 Aug 2025 at 14:58:21,106
1755694701.551633,20 Aug 2025 at 14:58:21,149
1755694701.551633,20 Aug 2025 at 14:58:21,179
1755694701.551633,20 Aug 2025 at 14:58:21,204
1755694701.551633,20 Aug 2025 at 14:58:21,238
1755694701.551633,20 Aug 2025 at 14:58:21,272
1755694701.551633,20 Aug 2025 at 14:58:21,297
1755694701.551633,20 Aug 2025 at 14:58:21,308
1755694701.551633,20 Aug 2025 at 14:58:21,308
1755694701.551633,20 Aug 2025 at 14:58:21,308
1755694701.551633,20 Aug 2025 at 14:58:21,297
1755694701.551633,20 Aug 2025 at 14:58:21,279
1755694701.551633,20 Aug 2025 at 14:58:21,277
1755694701.551633,20 Aug 2025 at 14:58:21,267
1755694701.551633,20 Aug 2025 at 14:58:21,227
1755694701.551633,20 Aug 2025 at 14:58:21,170
1755694701.551633,20 Aug 2025 at 14:58:21,124
1755694701.551633,20 Aug 2025 at 14:58:21,84
1755694701.551633,20 Aug 2025 at 14:58:21,36
1755694701.551633,20 Aug 2025 at 14:58:21,-13
1755694701.551633,20 Aug 2025 at 14:58:21,-45
1755694701.551633,20 Aug 2025 at 14:58:21,-68
1755694701.551633,20 Aug 2025 at 14:58:21,-90
1755694701.551633,20 Aug 2025 at 14:58:21,-99
1755694701.551633,20 Aug 2025 at 14:58:21,-88
1755694701.551633,20 Aug 2025 at 14:58:21,-79
1755694701.551633,20 Aug 2025 at 14:58:21,-86
1755694701.551633,20 Aug 2025 at 14:58:21,-93
1755694701.551633,20 Aug 2025 at 14:58:21,-88
1755694701.551633,20 Aug 2025 at 14:58:21,-86
1755694701.551633,20 Aug 2025 at 14:58:21,-88
1755694701.551633,20 Aug 2025 at 14:58:21,-88
1755694701.551633,20 Aug 2025 at 14:58:21,-88
1755694701.551633,20 Aug 2025 at 14:58:21,-95
1755694701.551633,20 Aug 2025 at 14:58:21,-106
1755694701.551633,20 Aug 2025 at 14:58:21,-108
1755694701.551633,20 Aug 2025 at 14:58:21,-106
1755694702.061779,20 Aug 2025 at 14:58:22,-106
1755694702.061779,20 Aug 2025 at 14:58:22,-118
1755694702.061779,20 Aug 2025 at 14:58:22,-127
1755694702.061779,20 Aug 2025 at 14:58:22,-129
1755694702.061779,20 Aug 2025 at 14:58:22,-129
1755694702.061779,20 Aug 2025 at 14:58:22,-131
1755694702.061779,20 Aug 2025 at 14:58:22,-136
1755694702.061779,20 Aug 2025 at 14:58:22,-127
1755694702.061779,20 Aug 2025 at 14:58:22,-104
1755694702.061779,20 Aug 2025 at 14:58:22,-93
1755694702.061779,20 Aug 2025 at 14:58:22,-86
1755694702.061779,20 Aug 2025 at 14:58:22,-61
1755694702.061779,20 Aug 2025 at 14:58:22,-52
1755694702.061779,20 Aug 2025 at 14:58:22,-68
1755694702.061779,20 Aug 2025 at 14:58:22,-72
1755694702.061779,20 Aug 2025 at 14:58:22,-65
1755694702.061779,20 Aug 2025 at 14:58:22,-70
1755694702.061779,20 Aug 2025 at 14:58:22,-74
1755694702.061779,20 Aug 2025 at 14:58:22,-72
1755694702.061779,20 Aug 2025 at 14:58:22,-72
1755694702.061779,20 Aug 2025 at 14:58:22,-79
1755694702.061779,20 Aug 2025 at 14:58:22,-90
1755694702.061779,20 Aug 2025 at 14:58:22,-97
1755694702.061779,20 Aug 2025 at 14:58:22,-97
1755694702.061779,20 Aug 2025 at 14:58:22,-106
1755694702.061779,20 Aug 2025 at 14:58:22,-113
1755694702.061779,20 Aug 2025 at 14:58:22,-97
1755694702.061779,20 Aug 2025 at 14:58:22,-77
1755694702.061779,20 Aug 2025 at 14:58:22,-74
1755694702.061779,20 Aug 2025 at 14:58:22,-65
1755694702.061779,20 Aug 2025 at 14:58:22,-47
1755694702.061779,20 Aug 2025 at 14:58:22,-52
1755694702.061779,20 Aug 2025 at 14:58:22,-81
1755694702.061779,20 Aug 2025 at 14:58:22,-99
1755694702.061779,20 Aug 2025 at 14:58:22,-95
1755694702.061779,20 Aug 2025 at 14:58:22,-84
1755694702.061779,20 Aug 2025 at 14:58:22,-81
1755694702.061779,20 Aug 2025 at 14:58:22,-84
1755694702.061779,20 Aug 2025 at 14:58:22,-81
1755694702.061779,20 Aug 2025 at 14:58:22,-77
1755694702.061779,20 Aug 2025 at 14:58:22,-65
1755694702.061779,20 Aug 2025 at 14:58:22,65
1755694702.061779,20 Aug 2025 at 14:58:22,417
1755694702.061779,20 Aug 2025 at 14:58:22,808
1755694702.061779,20 Aug 2025 at 14:58:22,905
1755694702.061779,20 Aug 2025 at 14:58:22,519
1755694702.061779,20 Aug 2025 at 14:58:22,-299
1755694702.061779,20 Aug 2025 at 14:58:22,-855
1755694702.061779,20 Aug 2025 at 14:58:22,-572
1755694702.061779,20 Aug 2025 at 14:58:22,-161
1755694702.061779,20 Aug 2025 at 14:58:22,-154
1755694702.061779,20 Aug 2025 at 14:58:22,-129
1755694702.061779,20 Aug 2025 at 14:58:22,-31
1755694702.061779,20 Aug 2025 at 14:58:22,-49
1755694702.061779,20 Aug 2025 at 14:58:22,-56
1755694702.061779,20 Aug 2025 at 14:58:22,-18
1755694702.061779,20 Aug 2025 at 14:58:22,-20
1755694702.061779,20 Aug 2025 at 14:58:22,-24
1755694702.061779,20 Aug 2025 at 14:58:22,-2
1755694702.061779,20 Aug 2025 at 14:58:22,9
1755694702.061779,20 Aug 2025 at 14:58:22,6
1755694702.061779,20 Aug 2025 at 14:58:22,18
1755694702.061779,20 Aug 2025 at 14:58:22,36
1755694702.061779,20 Aug 2025 at 14:58:22,47
1755694702.061779,20 Aug 2025 at 14:58:22,63
1755694702.061779,20 Aug 2025 at 14:58:22,93
1755694702.061779,20 Aug 2025 at 14:58:22,118
1755694702.061779,20 Aug 2025 at 14:58:22,131
1755694702.061779,20 Aug 2025 at 14:58:22,149
1755694702.061779,20 Aug 2025 at 14:58:22,179
1755694702.061779,20 Aug 2025 at 14:58:22,206
1755694702.061779,20 Aug 2025 at 14:58:22,236
1755694702.061779,20 Aug 2025 at 14:58:22,286
1755694702.632144,20 Aug 2025 at 14:58:22,331
1755694702.632144,20 Aug 2025 at 14:58:22,347
1755694702.632144,20 Aug 2025 at 14:58:22,336
1755694702.632144,20 Aug 2025 at 14:58:22,326
1755694702.632144,20 Aug 2025 at 14:58:22,331
1755694702.632144,20 Aug 2025 at 14:58:22,301
1755694702.632144,20 Aug 2025 at 14:58:22,242
1755694702.632144,20 Aug 2025 at 14:58:22,197
1755694702.632144,20 Aug 2025 at 14:58:22,156
1755694702.632144,20 Aug 2025 at 14:58:22,102
1755694702.632144,20 Aug 2025 at 14:58:22,56
1755694702.632144,20 Aug 2025 at 14:58:22,22
1755694702.632144,20 Aug 2025 at 14:58:22,-6
1755694702.632144,20 Aug 2025 at 14:58:22,-24
1755694702.632144,20 Aug 2025 at 14:58:22,-38
1755694702.632144,20 Aug 2025 at 14:58:22,-43
1755694702.632144,20 Aug 2025 at 14:58:22,-34
1755694702.632144,20 Aug 2025 at 14:58:22,-34
1755694702.632144,20 Aug 2025 at 14:58:22,-43
1755694702.632144,20 Aug 2025 at 14:58:22,-40
1755694702.632144,20 Aug 2025 at 14:58:22,-36
1755694702.632144,20 Aug 2025 at 14:58:22,-43
1755694702.632144,20 Aug 2025 at 14:58:22,-54
1755694702.632144,20 Aug 2025 at 14:58:22,-52
1755694702.632144,20 Aug 2025 at 14:58:22,-49
1755694702.632144,20 Aug 2025 at 14:58:22,-61
1755694702.632144,20 Aug 2025 at 14:58:22,-72
1755694702.632144,20 Aug 2025 at 14:58:22,-68
1755694702.632144,20 Aug 2025 at 14:58:22,-70
1755694702.632144,20 Aug 2025 at 14:58:22,-84
1755694702.632144,20 Aug 2025 at 14:58:22,-84
1755694702.632144,20 Aug 2025 at 14:58:22,-63
1755694702.632144,20 Aug 2025 at 14:58:22,-59
1755694702.632144,20 Aug 2025 at 14:58:22,-72
1755694702.632144,20 Aug 2025 at 14:58:22,-77
1755694702.632144,20 Aug 2025 at 14:58:22,-74
1755694702.632144,20 Aug 2025 at 14:58:22,-84
1755694702.632144,20 Aug 2025 at 14:58:22,-97
1755694702.632144,20 Aug 2025 at 14:58:22,-102
1755694702.632144,20 Aug 2025 at 14:58:22,-97
1755694702.632144,20 Aug 2025 at 14:58:22,-95
1755694702.632144,20 Aug 2025 at 14:58:22,-104
1755694702.632144,20 Aug 2025 at 14:58:22,-108
1755694702.632144,20 Aug 2025 at 14:58:22,-106
1755694702.632144,20 Aug 2025 at 14:58:22,-108
1755694702.632144,20 Aug 2025 at 14:58:22,-118
1755694702.632144,20 Aug 2025 at 14:58:22,-118
1755694702.632144,20 Aug 2025 at 14:58:22,-111
1755694702.632144,20 Aug 2025 at 14:58:22,-108
1755694702.632144,20 Aug 2025 at 14:58:22,-118
1755694702.632144,20 Aug 2025 at 14:58:22,-131
1755694702.632144,20 Aug 2025 at 14:58:22,-136
1755694702.632144,20 Aug 2025 at 14:58:22,-131
1755694702.632144,20 Aug 2025 at 14:58:22,-129
1755694702.632144,20 Aug 2025 at 14:58:22,-127
1755694702.632144,20 Aug 2025 at 14:58:22,-118
1755694702.632144,20 Aug 2025 at 14:58:22,-106
1755694702.632144,20 Aug 2025 at 14:58:22,-99
1755694702.632144,20 Aug 2025 at 14:58:22,-84
1755694702.632144,20 Aug 2025 at 14:58:22,-81
1755694702.632144,20 Aug 2025 at 14:58:22,-104
1755694702.632144,20 Aug 2025 at 14:58:22,-124
1755694702.632144,20 Aug 2025 at 14:58:22,-115
1755694702.632144,20 Aug 2025 at 14:58:22,-88
1755694702.632144,20 Aug 2025 at 14:58:22,-72
1755694702.632144,20 Aug 2025 at 14:58:22,-59
1755694702.632144,20 Aug 2025 at 14:58:22,-29
1755694702.632144,20 Aug 2025 at 14:58:22,-24
1755694702.632144,20 Aug 2025 at 14:58:22,-22
1755694702.632144,20 Aug 2025 at 14:58:22,127
1755694702.632144,20 Aug 2025 at 14:58:22,515
1755694702.632144,20 Aug 2025 at 14:58:22,930
1755694702.632144,20 Aug 2025 at 14:58:22,1017
1755694703.2317572,20 Aug 2025 at 14:58:23,551
1755694703.2317572,20 Aug 2025 at 14:58:23,-383
1755694703.2317572,20 Aug 2025 at 14:58:23,-958
1755694703.2317572,20 Aug 2025 at 14:58:23,-592
1755694703.2317572,20 Aug 2025 at 14:58:23,-152
1755694703.2317572,20 Aug 2025 at 14:58:23,-165
1755694703.2317572,20 Aug 2025 at 14:58:23,-120
1755694703.2317572,20 Aug 2025 at 14:58:23,-2
1755694703.2317572,20 Aug 2025 at 14:58:23,-34
1755694703.2317572,20 Aug 2025 at 14:58:23,-40
1755694703.2317572,20 Aug 2025 at 14:58:23,15
1755694703.2317572,20 Aug 2025 at 14:58:23,18
1755694703.2317572,20 Aug 2025 at 14:58:23,15
1755694703.2317572,20 Aug 2025 at 14:58:23,38
1755694703.2317572,20 Aug 2025 at 14:58:23,45
1755694703.2317572,20 Aug 2025 at 14:58:23,45
1755694703.2317572,20 Aug 2025 at 14:58:23,65
1755694703.2317572,20 Aug 2025 at 14:58:23,84
1755694703.2317572,20 Aug 2025 at 14:58:23,88
1755694703.2317572,20 Aug 2025 at 14:58:23,97
1755694703.2317572,20 Aug 2025 at 14:58:23,129
1755694703.2317572,20 Aug 2025 at 14:58:23,170
1755694703.2317572,20 Aug 2025 at 14:58:23,199
1755694703.2317572,20 Aug 2025 at 14:58:23,217
1755694703.2317572,20 Aug 2025 at 14:58:23,240
1755694703.2317572,20 Aug 2025 at 14:58:23,263
1755694703.2317572,20 Aug 2025 at 14:58:23,274
1755694703.2317572,20 Aug 2025 at 14:58:23,277
1755694703.2317572,20 Aug 2025 at 14:58:23,274
1755694703.2317572,20 Aug 2025 at 14:58:23,265
1755694703.2317572,20 Aug 2025 at 14:58:23,245
1755694703.2317572,20 Aug 2025 at 14:58:23,217
1755694703.2317572,20 Aug 2025 at 14:58:23,199
1755694703.2317572,20 Aug 2025 at 14:58:23,174
1755694703.2317572,20 Aug 2025 at 14:58:23,133
1755694703.2317572,20 Aug 2025 at 14:58:23,95
1755694703.2317572,20 Aug 2025 at 14:58:23,61
1755694703.2317572,20 Aug 2025 at 14:58:23,9
1755694703.2317572,20 Aug 2025 at 14:58:23,-40
1755694703.2317572,20 Aug 2025 at 14:58:23,-61
1755694703.2317572,20 Aug 2025 at 14:58:23,-79
1755694703.2317572,20 Aug 2025 at 14:58:23,-99
1755694703.2317572,20 Aug 2025 at 14:58:23,-104
1755694703.2317572,20 Aug 2025 at 14:58:23,-99
1755694703.2317572,20 Aug 2025 at 14:58:23,-95
1755694703.2317572,20 Aug 2025 at 14:58:23,-86
1755694703.2317572,20 Aug 2025 at 14:58:23,-79
1755694703.2317572,20 Aug 2025 at 14:58:23,-77
1755694703.2317572,20 Aug 2025 at 14:58:23,-72
1755694703.2317572,20 Aug 2025 at 14:58:23,-70
1755694703.2317572,20 Aug 2025 at 14:58:23,-74
1755694703.2317572,20 Aug 2025 at 14:58:23,-72
1755694703.2317572,20 Aug 2025 at 14:58:23,-59
1755694703.2317572,20 Aug 2025 at 14:58:23,-49
1755694703.2317572,20 Aug 2025 at 14:58:23,-47
1755694703.2317572,20 Aug 2025 at 14:58:23,-52
1755694703.2317572,20 Aug 2025 at 14:58:23,-47
1755694703.2317572,20 Aug 2025 at 14:58:23,-22
1755694703.2317572,20 Aug 2025 at 14:58:23,0
1755694703.2317572,20 Aug 2025 at 14:58:23,-4
1755694703.2317572,20 Aug 2025 at 14:58:23,-20
1755694703.2317572,20 Aug 2025 at 14:58:23,-29
1755694703.2317572,20 Aug 2025 at 14:58:23,-36
1755694703.2317572,20 Aug 2025 at 14:58:23,-36
1755694703.2317572,20 Aug 2025 at 14:58:23,-31
1755694703.2317572,20 Aug 2025 at 14:58:23,-43
1755694703.2317572,20 Aug 2025 at 14:58:23,-56
1755694703.2317572,20 Aug 2025 at 14:58:23,-59
1755694703.2317572,20 Aug 2025 at 14:58:23,-59
1755694703.2317572,20 Aug 2025 at 14:58:23,-56
1755694703.2317572,20 Aug 2025 at 14:58:23,-56
1755694703.2317572,20 Aug 2025 at 14:58:23,-63
1755694703.2317572,20 Aug 2025 at 14:58:23,-70
1755694703.802003,20 Aug 2025 at 14:58:23,-72
1755694703.802003,20 Aug 2025 at 14:58:23,-77
1755694703.802003,20 Aug 2025 at 14:58:23,-79
1755694703.802003,20 Aug 2025 at 14:58:23,-84
1755694703.802003,20 Aug 2025 at 14:58:23,-97
1755694703.802003,20 Aug 2025 at 14:58:23,-102
1755694703.802003,20 Aug 2025 at 14:58:23,-90
1755694703.802003,20 Aug 2025 at 14:58:23,-81
1755694703.802003,20 Aug 2025 at 14:58:23,-70
1755694703.802003,20 Aug 2025 at 14:58:23,-38
1755694703.802003,20 Aug 2025 at 14:58:23,2
1755694703.802003,20 Aug 2025 at 14:58:23,20
1755694703.802003,20 Aug 2025 at 14:58:23,9
1755694703.802003,20 Aug 2025 at 14:58:23,4
1755694703.802003,20 Aug 2025 at 14:58:23,13
1755694703.802003,20 Aug 2025 at 14:58:23,13
1755694703.802003,20 Aug 2025 at 14:58:23,4
1755694703.802003,20 Aug 2025 at 14:58:23,2
1755694703.802003,20 Aug 2025 at 14:58:23,2
1755694703.802003,20 Aug 2025 at 14:58:23,-2
1755694703.802003,20 Aug 2025 at 14:58:23,-11
1755694703.802003,20 Aug 2025 at 14:58:23,29
1755694703.802003,20 Aug 2025 at 14:58:23,249
1755694703.802003,20 Aug 2025 at 14:58:23,658
1755694703.802003,20 Aug 2025 at 14:58:23,996
1755694703.802003,20 Aug 2025 at 14:58:23,946
1755694703.802003,20 Aug 2025 at 14:58:23,295
